,Text
140,"In this section, we point out several limitations in this work.
First, our in-domain evaluation experiments focus on passage retrieval for ODQA. While the dense retriever is mostly successful in ODQA, it can be also used in other types of retrieval tasks which may have different input and output format. For example, the KILT benchmark (Petroni et al., 2021) provides several knowledge-intensive tasks other than ODQA. The performance of TASER models trained on such retrieval tasks remain unknown.
Second, compared with traditional sparse vector models like TF-IDF and BM25, the cost of training is an inherent issue of dense retrievers. Although TASER significantly reduce the number of model parameters, the training cost is still high.
Third, in our experiments, we show that the learned routing does not outperform the deterministic routing. This may suggest a better architecture and/or training algorithms for learned routing is needed to fully unleash the power of MoE.
Last, as observed in §4.2, there is still a gap between TASER and BM25 in out-of-domain evaluation. Therefore, how to close this gap will remain
a critical topic for future work on dense retrievers."
141,"Section 7
A2. Did you discuss any potential risks of your work? Not applicable. Left blank."
142,"While our work shows promising results in improving the generalization capabilities of Transformers to sequences of arbitrary length, some limitations must be considered. First, our evaluation is confined to synthetic algorithmic reasoning tasks, which may not fully capture the complexity and diversity of natural language. We focused on synthetic datasets since they showed clear and somewhat surprising limitations of Transformer architec-
tures (Delétang et al., 2023). However, the generalizability of our approach to other tasks and domains remains an open question, and additional research, such as evaluation on SCAN (Lake and Baroni, 2018), CFQ (Keysers et al., 2020), COGS (Kim and Linzen, 2020), or the Long Range Arena (Tay et al., 2021), is necessary to understand its potential in real-world applications. Second, our approach introduces a new hyperparameter – the maximum sequence position L. Although our experiments in Appendix B.1 show that our method’s performance is largely unaffected by the precise value of L, practitioners may still have to tune the parameter depending on their specific problem domains. Third, we only isolate and ameliorate one failure mode of Transformer length generalization on synthetic datasets. However, there are other factors contributing to poor length generalization, such as attention becoming less peaked for longer sequences (Chiang and Cholak, 2022). Overall, we believe that our study’s limitations offer several interesting directions for future research."
143,"Regarding the Wikipedia articles used for creating our dataset Wikipedia Table and Image Generation (WikiTIG), some infoboxes may not follow the defined format and rules. This is because various users can freely edit infoboxes. Moreover, the HTML dump data published by English Wikipedia is not based on recent information.
In image generation, due to the standard settings recommended by Zhang et al. (2021); Ramesh et al. (2021); Wang et al. (2022); Wu et al. (2022a), our image generation task requires generating a cropped fixed-size square image instead of the original aspect ratio.
In addition, a table in an infobox may contain cells unrelated to image generation, and thus it may be redundant for image generation."
144,"First, unlike decoders in neural seq2seq models, which can attend to any previously generated tokens, QCFGs have a strong context-free independence assumption during generation. With this assumption, Neural QCFG cannot model some complex distributions. A potential solution is to use stronger grammars, such as RNNG (Dyer et al., 2016) and Transformer Grammars (TG; Sartran et al., 2022).
Second, we assume that both the grammars used by the source-side parser and QCFG are in CNF. Although it is convenient for discussion and implementation, CNF does not suit for modeling the structure of practical sequences. In semantic representations (e.g., Abstract Meaning Representation (Banarescu et al., 2013)), a predicate could have more than two arguments. Ideally, we should represent n-ary predicates with n-ary rules. However, for grammars in CNF, n− 1 unnatural binary rules are required to represent n-ary predicates. In natural language, we will face semantically meaningless spans due to CNF, which is discussed in Sec 4.2.
Third, although using decomposition improves the speed and the memory requirement, our lowrank models still cost much more computation resources than neural seq2seq models for two main reasons. (1) A large amount of nonterminal symbols increase the memory cost significantly. (2) Because finding the most probable string t2 from pθ(t2|t1) is NP-hard (Sima’an, 1996; Lyngsø and Pedersen, 2002), we follow Kim (2021) to use a decoding strategy with heavy sampling. For real data, we may need to sample hundreds or thousands of sequences and then rank them, which can be much slower than the decoding of neural seq2seq models."
145,"In this work, we focus on creating the EnglishFrench tense corpus. These two languages are among the most frequently and widely used languages in the world. In addition, they have several similarities in tenses, which are pretty helpful for research on tense consistency through machine translation. Thanks to the distinctive tense struc-
tures, the study of these two languages makes it possible to examine many common tense issues, but there are also some tense issues in other languages that are not covered by this study. For example, the implicit tense expressions in Chinese are difficult to correspond to the explicit tense expressions in English (Jun, 2020). Hence, our next step will be to extend the tense test set to other language families and even cross-language families to further study tense consistency. Also, as for future work, we will optimize both the tense annotation method and the tense prediction accuracy calculation. Besides, we did not propose a new method to improve the tense prediction accuracy. To be further, we will endeavour to improve the existing machine translation systems according to tense consistency."
146,"limitations the main limitation of the proposed approach is that it would be relatively costly to apply at production time, compared to the conventional lm evaluation. first, it requires drawing a number of tokenization samples, as defined by importance sampling, in contrast to a single pass through the evaluated sequence in the conventional approach. second, the conventional approach can be conducted with teacher forcing and efficiently parallelized, while the proposed approach relies on block-byblock sequential processing. nonetheless, the proposed algorithm is designed for analysis purposes rather than to be used in production systems, for which it is feasible to run it in a reasonable time, allowing users to evaluate the effect of marginalization for any tokenizer and language. broader impact as the work is dedicated to evaluating existing models on publicly available datasets, we are not aware of any potential negative impact."
147,"limitations one limitation of ourwork is that the rnn (meloni et al., 2021) actually outperforms our transformer on the chinese dataset in chang et al. (2022). in addition, as with other neural approaches, our model requires significant amounts of data, which is often not available to historical linguists researching less well-studied language families based on field reports. romance and chinese have relatively many cognate sets because the protoforms are documented5, but a low resource setup with 200 cognate sets would not fare well on our datahungrier transformer model. furthermore, concatenating the entire cognate set may not work on language families with hundreds of languages such as oceanic because the input sequence would be too long compared to the output protoform sequence. finally, we obtain our chinese gold protoforms from baxter and sagart (2014)’s middle chinese reconstruction, which was actually a transcription of the qieyun, a rhyme dictionary. norman and coblin (1995) disagree with relying on such a philological source and prefer comparative reconstructions that begin from daughter data. however, there is no available comparative reconstruction of middle chinese with protoforms corresponding to thousands of characters to use as a gold standard. be that as it may, it seems clear that middle chinese as recorded in theqieyun is not identical to the most recent ancestor of the chinese languages. its preface concedes that it is a compromise between tang dynasty dialects. the situation with romance is, in some ways, comparable. classical latin—the variety on which we train— is not the direct ancestor of modern romance languages. instead, they are descended from vulgar latin or proto-romance, which is not well-attested and is primarily through graffiti and other informal inscriptions. proto-romance reconstructions are also not exhaustive. as a result, it is difficult to find a dataset like meloni et al. (2021) with thousands of such ancestor forms. we are also limited to the faithfulness of espeak-ng’s latin g2p, from which meloni et al. (2021) obtain their phonetic romance dataset. for most language families, protoforms are not attested. in fact, as the term is often used, protoform refers to a form that is inferred only through linguists’ comparative method. we adopt the other usage for simplicity. in practice, our approach would require reconstructions made by a linguist to serve as training labels for cognate sets."
148,"limitations in this work we have tested our approach using spanbert, a relatively small model when compared to, say, deberta_large or gpt. spanbert has been reported to obtain state-of-the-art performance for relation extraction (joshi et al., 2020; tang and surdeanu, 2022), but it is unclear if a larger lm would improve this semi-supervised learning setting. we use both surface patterns (in the tokensregex (chang and manning, 2014) format) and syntactic patterns (odin (valenzuela-escárcega et al., 2016)) as training seeds, but our approach can only produce syntactic patterns as outputs. this is not ideal, since there is empirical evidence showing that the mixed representation for rules may provide better performance. for example, we can easily capture per_title relation with a surface rule such as “{obj_title} {subj_person}”, which simply looks for the two entities being adjacent."
149,"limitations of the original formulation, of being slow for large grammar sizes."
150,"limitations in this paper, we focused on analyzing the properties of textual representations in the few-shot learning scenario. its applicability to broader annotation scenarios could be presumed but is not supported by our empirical results. our experimental setup is based on binary classification tasks using english datasets. while our approach is general and could be easily extended to multi-class scenarios, more work would be required to extend it to other more complex structured prediction settings such as sequence tagging. we see several ways in which this work could be extended. the most obvious extension consists of trying to generalize the notion of alignment to other tasks beyond sequence classification, such as sequence tagging. in this paper, we have used thas to understand the quality of a given textual representation. however, since thas is a function of a labeling and a representation, it could also be used to measure the quality of a labeling (yan and huang, 2018), given a fixed representation. for example, this might be used in the context of hierarchical labeling, to measure which level of label granularity is better aligned with some input representation. the goal of this paper was to provide an explanation for the success of pre-trained word embeddings for text classification in the few-shot learning scenario. we believe that with our proposed methodology we have successfully achieved this goal. however, it should be clear to the reader that we do not provide a method for picking the best representation, i.e. for model selection. this is because our analysis requires access to labeled data and if labeled data is available the best way to select a model will be via cross-validation."
151,"limitations in protocol standards, stress on specifics, and compare with existing protocols or previous versions. several words across different liwc categories (risk, negemo, and adj) highlight such behaviour, e.g., ‘problems’, ‘before’, ‘particular’, ‘specific’, ‘different’, ‘most’, and ‘than’. however, there are many words with dual sense, like ‘trust’ which has a very technology specific usage related to network security instead of conversations involving trust issues between individuals or trust in any given situation. similarly, the word ‘live’ is related with an application or network being live, instead of its conventional meaning. we also observed that some of the liwc categories, such as bio, did not have specific terms that could clearly establish its significance in favour of influential participants (e.g., word ‘problems’ and ‘trust’ reflecting the significance for the category risk), instead such categories had several words with quite weak correlation with influential participants. such words collectively drifted the weight of the category towards influential participants."
152,"limitations we think the following three points are the limitations of this work. (i) as mentioned in section 3.3, the computational cost of our distillation approach increases linearly with the number of gd steps and the distilled data size. it is necessary to explore efficient distillation algorithms to scale our method to more complex tasks or full-scratch training in future work. (ii) to optimize the distilled dataset through the gradient method, we utilized word embedding vectors instead of directly optimizing the text as in the existing work. therefore, the distilled dataset we obtained cannot be applied to models with different word embeddings, such as other pretrained models or full-scratch training. (iii) in our experiments, we evaluated our approach only on text classification tasks. however, our approach can also be applied to text generation tasks as well by applying the attention labels to all input tokens (not only [cls]) and using vocabulary-wise soft labels. in future work, we should investigate its performance and explore more effective approaches."
153,"limitations this work complemented previous analyses on the link between the linguistic and psychological accuracy of a neural language model by expanding the language sample to ten typologically distinct languages. however, our sample of neural language models was limited with respect to the literature focusing exclusively on english (oh et al., 2022; oh and schuler, 2022; shain et al., 2022). this problem cannot be overcome at the present state of affairs, since there are very few available massively multilingual auto-regressive language models, and the only one with sufficient coverage of our language sample was xglm. this problem is an expression of a general difficulty in nlp to conduct experimental research on low-resource languages, due to the extreme skewness in the distribution of available resources (joshi et al., 2020). however, we are confident that future developments in natural language engineering will support an additional test of our hypotheses with a more representative sample of models."
154,"limitations future work can further apply our approaches to other semantic parsing tasks. for example, for parsing texts to lambda-calculus expressions for knowledge base question answering (dong and lapata, 2016), one can similarly preprocess the schema items (e.g., “department_time” into “department _ time”) and typed values (e.g., “dallas:ci” into “dallas : ci”) for more meaningful subword tokenization results. in addition, our experiments are based on t5. to further verify the effectiveness of our techniques, one can apply them to other pre-trained language models such as bart (lewis et al., 2020) and gpt-2 (radford et al., 2019) as well."
155,"limitations the presented classifier and dataset are only from english-speaking sources, a major disadvantage in detecting white supremacist content globally. the dataset also is predominantly sourced from data between 2015-2019 and reflects white supremacist extremist responses to current events from that period, including the black lives matter movement. this limits its effectiveness in detecting white supremacist content from other time periods. though including anti-racist data helps mitigate bias tested by our sample of the hatecheck dataset, an accuracy of 69.2% shows room for improvement. there is still a risk of overclassifying posts with marginalized identity mentions as white supremacist."
156,"limitations we present the first study of generating questions for filling in information gaps. our method is limited in several ways. first, it focuses on information that is explicitly missing, and does not discuss information that is inaccurate or incomplete in other ways. second, it only asks one follow-up question and does not address multi-turn dialogue about a student answer, or multiple student answers. finally, our approach makes somewhat restricted use of the student answer, and it will be better to generate questions that directly uptake information from the student text (demszky et al., 2021). we leave the deep investigation of these for future work."
157,"limitations since rule abduction and inversion utilize the same groundings as the original rules, neuro-symbolic kgc models that are based on grounding the entire rule will not benefit from these augmentations. abduction and inversion also require the model to be trained on a knowledge graph that contains the inverse relations r−1 for each relation r. finally, since rnnlogic+ has a separate rule embedding for each rule, performing rule augmentation increases the number of parameters in the model and leads to longer training times and larger gpu memory consumption."
158,"limitations the cogen model introduced in this paper uses temporal relations as a process of abductive reasoning. although, temporal relations have been shown to be very useful in abductive reasoning (verdoolaege et al., 2000), the measure of the effectiveness of other types of relations about an observation have not been evaluated in this paper. in addition, because of the unavailability of a large number of human evaluators, we randomly selected 100 selected results as opposed to the entire result which would have been ideal."
159,limitations. we take responsibility for any ethical concerns that may arise as a result of our research.
160,"limitations the pre-training privacy policy corpus and the downstream task datasets are unlikely to contain toxic or biased content. therefore, they should not magnify toxicity or bias in the pre-trained and fine-tuned models, although the models may exhibit such behavior due to their original pretraining. the pre-training and benchmark datasets are formed based on privacy policies crawled in the past; as a result, they could be outdated by now. this work focuses on the english language only, and the findings may not apply to other languages."
161,"limitations incomplete representation of all demographic groups we highlight that the names used in our study are not close to a complete representation of every demographic group in the united states or world. in our study, we adopt the definition of race/ethnicity from the us census survey, using us-centric racial and ethnic categorizations that may be less applicable in other countries. we adopt a binary model of gender (female and male), based on the ssa dataset, which is derived from statistics on baby names and assigned sex at birth; this approach limits our ability to study chosen first names, or to study fairness with respect to nonbinary and transgender people. for race/ethnicity, our study is limited to us census categories of white, black, hispanic, and asian. we are unable to include american indian or alaska native in our study, for instance, as we were unable to identify any names from this group that met our inclusion criteria of > 50% membership according to our name data source. furthermore, by using first names as a proxy for demographic attributes, we are only able to study certain demographic attributes that plausibly correlate with names (e.g., race, ethnicity, and gender) but not other demographic attributes that are likely harder to infer from names (e.g., ability or sexual orientation). other demographic attributes that may be discernible to varying degrees from first names were excluded from the scope of this study (e.g., nationality, religion, age). assumption: invariance under name substitution invariance under name substitution, while a valuable fairness criterion for social iqa, may not hold in all other task settings. for example, a factoid qa system should provide different answers to the questions “what year was adam smith born?” (1723) and “what year was bessie smith born?” (1894). extended evaluation time and heavy computational costs due to the huge number of mcq instances we construct for evaluation and a diverse set of names to cover multiple demographic identities, it takes a considerably large amount of time and computational resources to obtain the analysis results. we detail the approximated time and computational budget in appendix b.2. however, it is worth noting that the extensive analysis on a wide range of mcq instances and names makes our observations more statistically robust. a future research direction may be optimizing the implementation of sodapop framework, which we use as a major experiment setup to obtain the analysis, for more efficient evaluation. (in)effectiveness of counter-factual data augmentation it is worth noting that the ineffective result we obtained is not surprising because sodapop has demonstrated that models that are trained with existing state-of-the-art debiasing algorithms continue to treat names differently (an et al., 2023). although we find that controlling the name distribution in the finetuning dataset to be rather ineffective in mitigating the disparate treatment of names, it is an open question if applying cda to the pre-training corpus would be more effective. a recent work proposes to apply cda to the pre-training corpus (qian et al., 2022), and it will likely be a great source to use for investigating our open question here."
162,"limitations our proposed approach requires to train two independent classification models. while the models can be trained in parallel, this requires larger gpu memory. for the experiments, we trained two bert-base models, which have around 220m trainable parameters when trained in parallel. this requires almost twice the gpu memory compared to a single bert-base ner model, having around 110m trainable parameters. owing to a pipeline-based structure, the overall performance of our system is upper bounded by the performance of span detection model which has lots of potential for improvement. on dev set, we find that around 30% of errors for ontonotes5.0 and bionlp13cg, and around 22% errors on wnut17 are just due to minor boundary detection issues. their entity types are being detected correctly. we henceforth encourage the research community to design architectures or new training objectives to detect mention boundaries more effectively. currently, in our span detection model, all entity mentions are grouped into a single class. as a potential future work, we expect to get even better performance by a hierarchical extension of our setup. at the top level, we can detect mentions belonging to some crude categories and gradually break them down into more fine-grained categories."
163,"limitations to the transformer architecture (such as the inability to implement unbounded recursion), our results show that it may have stronger inductive biases than previously believed: with sufficient training, transformers can represent hierarchical sentence structure and use this structure to generalize correctly."
164,"limitations our work has the following limitations. first, we only evaluate generalization on datasets based on english language. second, we show structural grokking on three datasets, and while we believe this to be a general phenomenon, we leave investigating similar behavior on other datasets for future work. next, we also do not study the effect of training data size on structural grokking, and do not investigate whether transformers learn to grok hierarchical structure in low data regimes. finally, all datasets here are based on context-free grammars, either similar to or taken directly from prior work, and we believe constructing similar generalization benchmarks on real language data is a good avenue for future work."
165,"limitations while our proposed projection techniques often improve cross-lingual transfer, the choice of the projection layer and the projection probability in the case of random projection are hyperparameters that vary across tasks and languages. our ongoing work involves identifying a mechanism via which we can parameterize these quantities, enabling the model to directly learn the optimal layer and probability values for projection."
166,"limitations our proposed pre-training approaches require access to large gpu resources (pre-training is performed on 350m training samples for large language models containing 100’s of millions of parameters). even using 10% of the original pretraining compute, the additional pre-training takes a long time duration to finish (several days even on 8 nvidia a100 gpus). this highlights that this procedure cannot easily be re-done with newer data being made available in an online setting. however the benefit of our approach is that once the pre-training is complete, our released model checkpoints can be directly fine-tuned (even on smaller target datasets) for the downstream contextual as2 task. for the experiments in this paper, we only consider datasets from the english language, however we conjecture that our techniques should work similarly for other languages with limited morphology. finally, we believe that the three proposed objectives could be better combined in a multi-task training scenario where the model has to jointly predict the task and the label. at the moment, we only tried using different classification heads for this but the results were worse."
167,"limitations we note two limitations of our paper. first, our work does not extensively evaluate all the available pre-trained models that could be suitable for this task, e.g., electra (clark et al., 2020), biolinkbert (yasunaga et al., 2022), gatortron (yang et al., 2022), radbert (yan et al., 2022), and pubmedbert (gu et al., 2021). the aim of this work is not to report the strongest possible score but rather to address weaknesses of existing radiology report summarization studies (in terms of data and evaluation). yet, we are confident our proposed solutions report a strong baseline for future work. second, although f1-radgraph seems like an appropriate metric to evaluate our new modalities and anatomies (and appears to be consistent with rouge scores), it has only been evaluated subjectively and not systematically."
168,"limitations we replicate three well-known experiments in the gender bias literature, where bias is measured according to a binary female vs. male view. this choice ignores other views of gender but eases the presentation of the frameworks. we only use two corpora and three datasets which by no means capture the biases of all the people speaking or writing in the english language. moreover, we don’t experiment with different corpus sizes, a more diversified set of corpora or more bias types. we hope to explore this in future work. the hyperparameters of the models have not been varied, using their default values. this replicates the standard experimental setting used in the literature. since there are no ground truths when measuring biases (that is, there are no annotations with the amount of bias of words in large corpora), hyperparameters are usually set to their default values."
169,"limitations we only experiment with one type of retrievalaugmented language models, i.e., retro. however, the ways the other models retrieve neighbors and integrate them are not so much different to affect the results in this paper. the experiments in this paper are done with a small size retro model and data compared to the sizes considered by borgeaud et al. (2022), due to computational limitations. according to the same authors, however, the gains should be constant with the increase of the model and retrieval set size. the larger models are mainly different in their behavior when there is no overlap. however, this should not affect the copying tendency of these models tremendously, as it is still the easiest way to generate the next token. it is also worth noting that retro[off], while not using retrieval at test time, is still trained using retrieval – so it is not a complete retrieval- free model. the results presented by borgeaud et al. (2022) however, show that retro[off] is on a par with their retrieval-free baseline in terms of bpb. finally, we note that our evaluations have only considered the perplexity under teacher forcing, and we have not investigated the behavior of the model in free-form generation or with any kind of fine-tuning."
170,"limitations while the training method makes use of user profile description and history, one additional factor that is important is the structure between users and news articles. knowing a user’s social circles can often give hints about the user’s interests and beliefs, which can potentially help the model to infer how a particular persona would respond to an issue. a possible direction is to design a method that explores the social context features (e.g., social network) via graph-based algorithms."
171,"limitations our model does not follow existing sentence embedding models that encode sentences into embeddings. therefore, one limitation of our method is that it is specifically designed for sts task (or more precisely, sentence comparison task) and cannot be easily transferred to other tasks, such as sentence classification. additionally, our approach incurs a slight extra time overhead of approximately 10%, which may be unacceptable for applications that require high time efficiency. our method only takes into account the semantic comparison of individual tokens, rather than considering the meaning of combinations of tokens or phrases. a possible direction for future work is to incorporate the consideration of compositional semantics, for example by grouping tokens into phrases and applying a similar phrase-level matching algorithm."
172,"limitations there are several limitations to this work which should be kept in mind. first and foremost, the datasets for evaluating the measurement of semantic change are relatively small, meaning that any estimates of correlation with human judgements will be relatively high variance. in addition, although the semeval data includes text from four languages, there is no guarantee that these methods will work as well as they do on other languages or other time periods. moreover, our approach depends on the use of pretrained language models, and the quality (or existence) of these and other relevant resources will vary by language. in addition, like all methods, our approach involves numerous small choices, such as the number of background terms to sample, the number of samples taken, and the value of k in choosing top substitutes. we have kept our choices for these consistent across all five datasets, and these values have not been tuned. as such, different choices could result in better or worse correlation with human judgements. it is also worth noting that the human judgements collected by the creators of these datasets may involve errors or noise. it is possible that a different sample of data, or having different people evaluate the same data, would produce different judgements. for exploring the variation in word meanings, we have used the approach of eyal et al. (2022) directly, with the only differences being that we mask terms of interest (allowing us to work with terms that do not exist in the model vocabulary), and do not combine multiple forms of lemmas when getting the top-k terms. we adopt this approach because it is especially easy to combine with our own work, but different methods for word sense induction might lead to different"
173,"limitations the main limitation of our method is that it requires human effort to increase the variety of templates, which makes it difficult to create large datasets. using templates to generate data reduces the time required to create data manually, but the need for human labor remains an obstacle. to resolve this, the templates themselves need to be generated auto- matically, although the tags that constrain the nouns also need to be generated automatically, which is a difficult problem."
174,"limitations one limitation of our work is the experimentation only with languages with shallow orthographies, i.e. relatively simple g2p and p2g mappings. the results might vary for deeper-orthographies languages. although we took extra care to verify our conversions are correct and complete, and designed the rules to be as comprehensive as possible, automatic rule-based processes in languages may not be 100% perfect and some corner cases may introduce errors. these errors may propagate to affect the numerical results. to mitigate this issue, when ambiguities in determining a target phoneme (or grapheme) in a given language occur, we purposefully select the values that occur more frequently in the unimorph data of that particular language."
175,"limitations candidate summaries dependency while we mainly investigate a training objective to select the best summary among a set of candidates, we find that our model has been dependent on those obtained from the generation model. recently, several works have been presented to improve language generation. for example, narayan et al. (2022) and xu et al. (2022) improve decoding methods to generate diverse outputs. it will be beneficial when applying our method to these approaches. one-sentence summary our approach can fail to capture the information from an extremely short summary. since table 2 shows that our approach has a smaller improvement than cnn/dm, we plan to investigate that our model aims to capture more detailed features from an input text."
176,"limitation wherein novel predicates appear in the test set that do not appear in any of the training or validation set. this is a current limitation of our system. since we do not do any online learning during the test phase, there is no way to take these novel predicates into account. the significant effects of amr-originated noise or lack of information can be seen by comparing the second-to-last and third-to-last rows. here we see a significant degradation across metrics and datasets. however, the performance is still comparable or often better than the deep-learning-only benchmark of the first row. comparing the last row (full method with proprioception module) and second-to-last row shows that we can recover most of the performance. we can also see that the metrics are competitive to the model-based approach from game-engine provided logical facts (3rd-last row). this shows the effectiveness of adding the proprioception module comprising both the memory and memory-based constraints."
177,"limitations our approach relies on the performance of the fewshot paraphrasing. this results in two limitations for our approach. one limitation is the difficulty in accessing gpt-3 and opt-175b models. these models currently need to be more widely available. opt-175b has a free version but it is very slow. another limitation is the need for annotated demonstrations for few-shot paraphrasing. while there are available models and tools, like quillbot, that can be used for this purpose, their quality is not comparable to gpt-3 and opt-175b. this can limit the power of these tools in our approach. using human knowledge to paraphrase the demonstration can help these large models generate high-quality paraphrases but it is expensive."
178,"limitations of glosses and common datasets, as well as a standardized evaluation method (§2). in order to make future research on gloss translation more meaningful, we make practical recommendations for the field (§3). we urge researchers to spell out limitations of gloss translation approaches, e.g. in the now mandatory limitation sections of *acl papers, and to strengthen their findings by implementing existing best practices in mt. finally, we also caution that researchers should consider whether gloss translation is worthwhile, and if time and effort would be better spent on basic linguistic tools (such as segmentation, alignment or coreference resolution), creating training corpora or translation methods that do not rely on glosses. limitations our approach to surveying the research literature has limitations. firstly, some characterizations of the published works we survey are subjective. for example, it is somewhat subjective whether a paper “includes an adequate"
179,"limitations there is much variation in literary writing and narrative styles, and our work here deals with a small, curated subset of this domain. the novels we analyze are all in the english language, and were published between the early 19th and early 20th centuries. the authors and novels themselves are drawn from what is considered to be the established literary canon, and are not necessarily representative of all the works of that era, let alone literary works of other eras. the texts we analyze are largely uniform in narrative style. we limit ourselves to only those quotations that are explicitly indicated as such in the text by quotation marks, thereby eliminating more-complex styles such as free indirect discourse (brooke et al., 2016b) and stream-of-consciousness novels. we do not deal with nuances such as letters and diary entries nor quotations within quotations. the models we analyze for named entity recognition and coreference resolution use a fixed, binary formulation of the gender information conveyed by pronominal terms. though the development of fairer, more representative models is constrained by current datasets, we note that there is encouraging progress being made in this area (bamman et al., 2020; yoder et al., 2021)."
180,"limitations biases human data annotation for a sentimentrelated task, e.g., aspect-based sentiment analysis, hate speech detection, etc., involves some degree of subjectivity. while we included important quality control steps in the tbo annotation process, this intrinsic subjectivity will inevitably be present in tbo and learned by the models (see also the"
181,"limitations this work primarily focuses on evaluating the efficacy of existing continual learning (cl) methods for code generation models. it is important to note that many of these methods were specifically designed for natural language processing or computer vision domains and may not directly transfer to the code generation domain. nevertheless, we have made efforts to identify and address any issues encountered during our analysis. it should be acknowledged, however, that the scope of our work is limited by the selection of methods and the benchmark used. while we have utilized the most popular cl methods from various categories, there may be methods that have not been included in this study due to their inefficacy in natural language processing or computer vision tasks but may be effective in code generation. as such, we encourage further research within the community to explore the potential of cl methods for code-generation models."
182,"limitations like lots of deep learning algorithms, our work also needs gpu resources. in common learning problems, models will be trained once on the existing training datasets, using dev sets for tuning the models. then the trained model would be ready for use. in contrast, in active learning, we need to train the model several times (i.e., whenever new annotated samples are added to the current training set, the model should be re-trained), which increases the need for gpu resources. however, the need for gpu, is not related to our proposed method and it is due to the nature of active learning. in addition, one can run the active learning method once (rather than iteratively) for building an acceptable dataset. it should be noted that we have designed the algorithm in a way to be independent of the target language and utilized model. however, we only tested our method on egyptian arabic dialect and the accuracy of the model should be investigated on other languages and dialects using different learning models in further studies."
183,"limitations the benchmark for language identification for the most part contains clean sentences (grammatically correct, single script, etc.). data from the real world might be noisy (ungrammatical, mixed scripts, code-mixed, invalid characters, etc.). a better representative benchmark might be useful for such use cases. however, the use cases captured by this benchmark should suffice for the collection of clean monolingual corpora. this also represents a first step for many languages where no lid benchmark exists. the use of synthetic training data seems to create a gap in performance due to divergence in train/test data distributions. acquisition of original native romanized text and methods to generate better romanized text are needed. note that the romanized lid model does not support dogri since the indicxlit transliteration model does not support dogri. however, since dogri is written in the devanagari script using the transliterator for hindi which uses the same script might be a good approximation to generate synthetic training data. we will explore this in the future. this work is limited to the 22 languages listed in the 8th schedule of the indian constitution. further work is needed to extend the benchmark to many more widely used languages in india (which has about 30 languages with more than a million speakers)."
184,"limitations our work has several potential limitations. first, we determine the threshold γ by manual selection, which may limit the performance of seq2seq models, it will make our work more effective and elegant if we dynamically select the threshold. second, besides the improvement on three widely used tasks, we believe that there are still other abilities, like code generation, of seq2seq models that can be improved by our method, which are not fully explored in this work."
185,"limitations while we show that applying gap can result in a significant improvement in the generalization capability of lms, especially for dialogue tasks, we are only able to show 300 gap runs for each lm size in this work. we leave scaling the number of gap runs, as well as selecting specific text samples to perform gap on for future work. furthermore, a separate validation set of the tasks at interest are needed in order to choose the best checkpoint when performing gap. future work may look for other task-agonostic cues such as language modeling loss to determine the best checkpoint to use for inference."
186,"limitations our dataset and model only covers 201 languages: the ones we were able to test with the flores-200 evaluation benchmark. in addition, because our test set consists of sentences from a single domain (wiki articles), performance on this test set may not reflect how well our classifier works in other domains. future work could create a lid test set representative of web data where these classifiers are often applied. finally, most of the data was not audited by native speakers as would be ideal. future versions of this dataset should have more languages verified by native speakers, with a focus on the least resourced languages."
187,"limitations our results nor evaluation set cannot be used to indicate whether rte models trained for other languages are robust to paraphrases. however, researchers can apply the methods we used to develop p̂ arte to build evaluation sets in other languages to test whether non-english nlu systems are robust to paraphrases."
188,"limitations the proposed pll-word-l2r metric has the same practical limitations as previous ll/pll approaches. most importantly, these scores can be influenced by many superfluous factors, such as the number of available synonyms (computer vs. laptop; holtzman et al., 2021). we therefore expect our method to be most useful in highly controlled minimal pair or multiple choice setups. even more accurate metrics may emerge in the future. for instance, our approach pre-specifies the number of tokens in a word, thus limiting the space of possible alternatives. future approaches might investigate a way to normalize the pll score distribution over words with a varying number of tokens. further, it would be interesting to attempt to estimate the joint probability of all tokens in a word instead of predicting them left-to-right (as in pll-word-l2r) or without any other within-word contextual information (as in pll-whole-word). finally, we test our approach on english text corpora; our results might not generalize to agglutinative languages (due to a high number of tokens per word and, therefore, increased uncertainty) and are of less relevance to isolating languages (where, if enough training data are available, most wordlevel items can be represented as single tokens)."
189,"limitations rooted in inherent properties of general purpose models, preventing these to become holistic solutions to complex nlp problems without further research. we discussed opportunities provided by chatgpt and similar models to advance the development of specialized systems. with our insights and"
190,"limitations our paper has the following limitations: (1) in realworld applications, the label hierarchy may be more than two levels. it is worth extending our method to such a setting and empirically verifying it. (2) our selection strategy simply takes top r% confident samples, which might result in class imbalance problem. alleviating the imbalance problem may further improve our performance. we leave them as future work."
191,"limitations one limitation of this work is that we have included results for only eleven languages. training asr models, even on small datasets, requires significant computing and financial resources. second, there are not that many freely available and well prepared asr datasets that are readily compatible with all four asr architectures. we sought to select a diverse set of languages and datasets with varying features in order to provide, we hope, a reasonable snapshot of how the state of the art performs in low-resource settings."
